Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
30;w;26006;5;no;no;Groﬂstadt
29;m;46406;5;no;no;Kleinstadt
30;m;38770;5;no;no;Kleinstadt
29;w;47013;5;no;no;Land
30;m;37373;5;yes;no;Vorstadt
31;m;39985;4;no;yes;Kleinstadt
32;m;17206;5;no;no;Kleinstadt
29;m;50425;5;no;no;Kleinstadt
28;m;31009;5;no;no;Kleinstadt
29;m;64648;5;no;no;Kleinstadt
31;m;41526;5;no;no;Kleinstadt
29;m;34852;5;no;no;Kleinstadt
31;m;45671;5;no;no;Groﬂstadt
31;m;20278;6;no;no;Dorf
29;m;60727;5;no;no;Kleinstadt
30;w;35743;4;no;no;Kleinstadt
28;m;25231;6;no;no;Vorstadt
29;m;12906;6;no;no;Kleinstadt
30;m;40163;4;no;no;Kleinstadt
33;m;45520;5;no;no;Kleinstadt
32;m;41803;5;no;no;Kleinstadt
32;m;22663;6;no;no;Kleinstadt
29;w;54020;4;no;no;Kleinstadt
30;m;59489;5;yes;no;Vorstadt
30;m;36670;6;no;yes;Kleinstadt
30;m;46885;6;no;no;Kleinstadt
31;m;10538;5;no;yes;Land
30;m;31782;6;no;no;Kleinstadt
30;m;37293;5;no;no;Groﬂstadt
30;m;51392;5;no;no;Vorstadt
30;w;45879;5;no;no;Kleinstadt
31;m;25059;4;no;no;Groﬂstadt
32;m;42672;5;no;yes;Vorstadt
28;m;29720;5;no;no;Kleinstadt
29;m;45251;4;yes;no;Kleinstadt
31;m;54605;6;no;no;Land
29;m;22908;6;yes;no;Kleinstadt
30;m;25896;6;no;no;Kleinstadt
29;m;25150;6;no;no;Vorstadt
32;m;34084;6;no;no;Groﬂstadt
32;m;47146;5;no;no;Kleinstadt
30;m;38953;4;no;no;Kleinstadt
30;m;43921;5;no;no;Kleinstadt
30;m;42250;5;yes;no;Land
29;m;47914;6;yes;no;Kleinstadt
29;m;26811;6;no;no;Kleinstadt
30;m;43845;5;no;no;Kleinstadt
31;m;42599;5;no;no;Kleinstadt
30;m;48183;6;no;no;Kleinstadt
30;m;62712;5;no;no;Groﬂstadt
30;m;29617;5;no;no;Groﬂstadt
29;m;35219;5;no;no;Kleinstadt
29;w;42576;5;yes;no;Kleinstadt
30;m;39026;5;no;no;Kleinstadt
31;m;27454;5;no;no;Kleinstadt
32;m;53739;6;no;no;Kleinstadt
31;m;30666;5;no;no;Vorstadt
31;m;29862;6;no;no;Kleinstadt
31;w;48406;5;no;no;Kleinstadt
31;m;30746;4;no;no;Kleinstadt
30;m;38145;5;no;no;Vorstadt
31;w;51792;5;no;yes;Kleinstadt
29;m;25410;5;no;no;Vorstadt
30;m;35423;5;no;no;Kleinstadt
30;m;40838;5;no;no;Kleinstadt
31;m;37180;5;no;no;Land
31;m;33805;5;no;no;Kleinstadt
31;w;22083;4;no;no;Land
30;w;51278;5;no;no;Kleinstadt
29;m;34497;5;yes;no;Kleinstadt
31;w;33045;5;no;no;Kleinstadt
30;m;30096;5;no;no;Kleinstadt
29;m;34150;6;yes;no;Kleinstadt
30;m;36654;5;no;no;Kleinstadt
29;m;31615;6;no;no;Kleinstadt
28;m;51684;4;no;no;Kleinstadt
28;m;35434;4;no;no;Kleinstadt
29;m;33596;5;no;no;Kleinstadt
29;m;41676;4;no;no;Kleinstadt
30;m;32179;5;no;no;Kleinstadt
30;m;46443;5;no;no;Kleinstadt
28;w;32959;5;no;no;Kleinstadt
31;m;25752;4;no;no;Kleinstadt
29;m;41874;5;no;no;Kleinstadt
30;w;54260;5;no;no;Kleinstadt
31;w;38714;6;no;no;Vorstadt
29;m;41817;5;no;no;Kleinstadt
29;m;37534;5;no;no;Kleinstadt
30;m;26681;5;no;no;Groﬂstadt
29;m;32738;4;no;no;Kleinstadt
28;m;50204;4;no;yes;Vorstadt
30;m;55219;5;no;no;Groﬂstadt
30;m;35437;4;no;no;Land
29;m;28431;5;no;no;Land
31;m;28953;5;no;no;Kleinstadt
30;m;36700;6;no;no;Kleinstadt
29;m;34719;5;no;no;Land
29;m;41361;4;no;yes;Dorf
29;m;53981;5;no;no;Kleinstadt
32;m;39500;5;no;no;Kleinstadt
31;m;43536;5;no;no;Kleinstadt
31;m;44402;5;no;no;Kleinstadt
30;m;35092;5;no;no;Kleinstadt
29;m;36109;5;yes;yes;Kleinstadt
29;m;37100;5;no;no;Land
30;m;41246;5;no;no;Kleinstadt
30;m;33905;5;no;no;Groﬂstadt
30;m;37278;5;no;no;Kleinstadt
30;m;54194;5;no;no;Kleinstadt
32;m;48910;5;no;yes;Kleinstadt
31;m;44321;6;no;no;Groﬂstadt
31;m;34645;6;yes;no;Kleinstadt
32;m;34646;5;no;yes;Kleinstadt
30;m;22045;4;no;no;Vorstadt
29;m;37272;5;no;no;Land
30;m;47546;5;no;no;Kleinstadt
28;m;38678;4;no;no;Groﬂstadt
29;m;29521;5;no;no;Land
30;w;36937;5;no;no;Land
30;m;39426;5;no;no;Kleinstadt
30;m;46249;6;no;no;Vorstadt
29;m;46289;5;no;no;Vorstadt
30;m;38439;6;no;no;Kleinstadt
29;w;35178;5;no;no;Kleinstadt
30;m;56122;4;no;no;Kleinstadt
29;m;29767;4;no;no;Kleinstadt
30;m;38002;6;no;no;Kleinstadt
31;m;22971;4;no;no;Kleinstadt
31;m;47345;5;no;yes;Kleinstadt
27;m;59154;5;no;no;Kleinstadt
31;m;53660;5;yes;no;Kleinstadt
31;m;45017;5;no;no;Land
31;m;36338;5;no;yes;Kleinstadt
30;m;57240;4;no;no;Kleinstadt
30;m;34240;5;no;yes;Kleinstadt
32;m;43620;6;no;no;Land
30;m;26144;5;no;no;Kleinstadt
30;m;47662;5;no;yes;Land
33;m;44479;5;no;no;Kleinstadt
31;m;35923;4;yes;no;Kleinstadt
30;m;44087;4;no;no;Land
30;m;49320;4;no;no;Kleinstadt
30;m;27628;6;no;no;Kleinstadt
28;m;51397;4;no;no;Land
29;m;41152;6;no;no;Kleinstadt
29;m;53263;5;no;no;Kleinstadt
29;m;41184;5;no;no;Kleinstadt
31;m;41300;5;no;no;Land
30;m;49160;6;no;no;Vorstadt
30;m;38529;5;no;no;Land
30;m;42217;4;no;no;Kleinstadt
33;w;41431;5;no;no;Dorf
29;m;48332;5;no;no;Kleinstadt
30;m;58557;5;no;no;Kleinstadt
30;w;37608;6;no;no;Kleinstadt
29;w;37146;4;no;no;Kleinstadt
30;m;51968;5;yes;no;Kleinstadt
29;m;64417;6;no;no;Vorstadt
30;m;29832;5;yes;no;Kleinstadt
30;m;49251;5;no;no;Kleinstadt
29;m;38468;5;no;no;Kleinstadt
29;m;41349;5;no;no;Kleinstadt
29;m;24971;5;yes;no;Vorstadt
29;m;28766;5;no;no;Kleinstadt
31;m;35762;6;no;no;Kleinstadt
32;m;46758;4;no;no;Kleinstadt
28;m;36536;5;no;no;Land
31;m;44075;6;no;no;Kleinstadt
31;w;33083;5;no;no;Kleinstadt
29;m;34945;5;no;no;Kleinstadt
29;m;37871;5;no;no;Vorstadt
29;m;38429;5;no;no;Land
30;m;58456;4;no;no;Kleinstadt
31;m;25765;5;no;no;Kleinstadt
31;m;15765;5;no;yes;Kleinstadt
30;m;38035;5;no;yes;Kleinstadt
28;w;43360;5;no;yes;Kleinstadt
31;m;48813;5;no;no;Groﬂstadt
29;m;42513;5;no;no;Land
29;m;23773;5;no;no;Kleinstadt
28;m;44123;4;no;no;Kleinstadt
31;m;35283;5;no;yes;Kleinstadt
30;m;34043;5;no;no;Kleinstadt
31;m;34688;5;yes;yes;Kleinstadt
30;m;57746;5;no;yes;Kleinstadt
30;m;38034;5;no;no;Kleinstadt
29;m;25889;5;no;no;Kleinstadt
30;m;30869;6;no;no;Kleinstadt
31;m;39401;5;no;yes;Kleinstadt
30;m;46407;5;no;no;Dorf
29;m;28578;5;no;no;Kleinstadt
30;w;47085;5;no;no;Kleinstadt
30;m;24007;5;no;yes;Groﬂstadt
30;m;40311;6;no;no;Kleinstadt
30;m;33057;5;no;no;Kleinstadt
30;m;41531;5;no;yes;Kleinstadt
31;m;44230;5;no;no;Kleinstadt
28;m;38615;5;no;no;Kleinstadt
30;m;32090;6;no;no;Kleinstadt
29;m;49634;4;no;no;Kleinstadt
31;m;38812;5;no;yes;Kleinstadt
31;m;35127;5;yes;no;Kleinstadt
28;m;43161;4;no;no;Dorf
30;m;46616;5;no;no;Groﬂstadt
31;m;43447;5;no;no;Kleinstadt
31;m;35096;6;no;no;Groﬂstadt
31;m;49084;4;no;no;Land
32;m;27982;6;no;no;Kleinstadt
29;m;35269;5;no;no;Kleinstadt
29;m;33430;4;no;no;Vorstadt
29;m;37610;5;no;no;Kleinstadt
30;m;38446;6;no;no;Vorstadt
29;m;46641;5;no;no;Dorf
31;m;45492;5;no;no;Kleinstadt
29;m;38601;6;no;no;Kleinstadt
30;m;61642;5;no;no;Kleinstadt
30;m;42661;5;no;no;Kleinstadt
30;m;35253;6;no;no;Kleinstadt
29;m;32619;5;yes;no;Kleinstadt
29;m;43859;5;no;no;Kleinstadt
29;m;39417;5;no;no;Kleinstadt
30;m;47058;5;no;no;Kleinstadt
30;m;31834;6;no;no;Groﬂstadt
30;w;41347;5;no;no;Vorstadt
29;m;39862;5;yes;no;Kleinstadt
32;m;17150;6;no;no;Kleinstadt
29;w;37726;4;no;no;Kleinstadt
30;m;19446;5;no;no;Kleinstadt
30;m;43378;4;yes;no;Vorstadt
31;m;58544;5;no;no;Kleinstadt
30;m;57853;4;no;no;Kleinstadt
29;w;56600;6;yes;no;Kleinstadt
29;m;48564;4;no;no;Kleinstadt
29;m;45189;6;no;no;Kleinstadt
30;m;46886;4;no;no;Kleinstadt
30;m;30019;5;no;no;Kleinstadt
30;w;34261;5;yes;no;Vorstadt
29;m;47729;5;no;no;Dorf
29;m;17932;6;no;no;Kleinstadt
30;w;34272;5;no;no;Kleinstadt
30;m;31144;5;no;no;Kleinstadt
30;m;43604;6;no;yes;Kleinstadt
31;m;39803;6;no;no;Kleinstadt
30;m;42677;3;no;no;Kleinstadt
30;m;43375;5;no;yes;Kleinstadt
31;m;37643;5;no;no;Kleinstadt
30;m;27008;5;no;no;Kleinstadt
29;m;37520;5;no;no;Kleinstadt
28;m;28451;6;no;no;Kleinstadt
29;m;39205;5;no;no;Kleinstadt
31;m;46867;4;no;no;Land
30;m;52433;5;no;no;Vorstadt
29;m;40239;6;no;no;Land
30;m;48444;5;no;yes;Kleinstadt
29;m;53940;5;no;no;Kleinstadt
31;m;40178;5;no;no;Kleinstadt
31;m;45977;4;yes;no;Vorstadt
29;w;52445;5;no;no;Land
29;m;13136;6;no;yes;Kleinstadt
31;m;32768;5;no;no;Kleinstadt
30;m;35760;4;no;yes;Kleinstadt
28;m;39911;4;no;no;Kleinstadt
30;w;32571;4;no;no;Land
29;m;29850;6;no;no;Kleinstadt
28;m;19946;6;no;no;Kleinstadt
33;m;39403;5;no;no;Kleinstadt
30;m;48971;5;yes;no;Kleinstadt
31;m;40541;5;no;no;Kleinstadt
30;m;29262;5;no;no;Kleinstadt
29;m;26879;5;no;no;Kleinstadt
32;w;21276;6;no;no;Kleinstadt
30;m;37409;5;no;no;Kleinstadt
29;m;44575;5;no;no;Land
31;w;46786;5;no;yes;Kleinstadt
30;m;37582;5;no;no;Kleinstadt
33;m;48408;5;no;yes;Kleinstadt
31;m;44878;6;no;no;Kleinstadt
29;m;35449;5;yes;no;Kleinstadt
31;m;37423;5;no;no;Dorf
32;m;48664;4;yes;yes;Kleinstadt
32;m;38699;5;no;no;Vorstadt
30;w;38568;4;no;no;Kleinstadt
28;m;58424;5;no;yes;Kleinstadt
31;m;54048;4;no;no;Kleinstadt
30;m;53361;6;no;no;Groﬂstadt
31;m;51184;5;no;no;Kleinstadt
32;m;15879;5;yes;no;Kleinstadt
31;m;32391;5;no;yes;Vorstadt
30;m;29448;6;no;no;Land
29;m;47338;6;no;no;Kleinstadt
30;m;43727;5;yes;no;Land
29;m;38350;5;no;no;Kleinstadt
32;m;52768;4;no;no;Kleinstadt
30;m;39144;5;yes;no;Kleinstadt
30;m;31622;5;no;no;Kleinstadt
29;m;42400;6;no;no;Kleinstadt
30;w;43031;4;no;no;Kleinstadt
31;w;44711;5;no;yes;Kleinstadt
31;m;32378;5;no;no;Kleinstadt
31;m;36516;4;no;no;Land
30;m;41266;4;no;no;Kleinstadt
31;m;21254;5;no;no;Land
31;m;45370;5;no;no;Kleinstadt
29;m;53112;5;no;no;Kleinstadt
30;m;39447;5;no;no;Kleinstadt
29;m;40337;5;yes;no;Kleinstadt
29;m;39819;5;no;no;Land
29;m;30596;6;yes;no;Kleinstadt
31;m;39016;5;no;no;Kleinstadt
33;m;23409;5;no;no;Dorf
29;m;46530;5;no;no;Kleinstadt
30;m;41420;5;no;no;Land
30;m;35074;5;no;no;Kleinstadt
29;m;32140;5;yes;no;Kleinstadt
30;m;33495;6;no;no;Dorf
30;m;46590;5;no;no;Kleinstadt
29;m;57349;5;no;no;Vorstadt
30;m;40137;4;no;no;Land
31;w;49131;5;no;no;Kleinstadt
29;m;52624;6;no;no;Kleinstadt
30;m;59878;5;no;no;Kleinstadt
29;m;37568;6;no;no;Kleinstadt
29;m;37511;6;no;no;Kleinstadt
29;m;48129;6;no;yes;Kleinstadt
30;m;29269;4;no;no;Vorstadt
29;m;39076;5;no;no;Kleinstadt
29;m;57527;5;no;no;Kleinstadt
29;m;38270;5;no;no;Kleinstadt
29;m;33096;5;no;no;Groﬂstadt
30;m;21903;5;no;no;Vorstadt
30;m;31326;5;no;no;Vorstadt
30;m;56307;5;no;no;Vorstadt
30;m;42395;5;no;no;Kleinstadt
31;m;28419;5;no;no;Vorstadt
31;m;35717;5;no;no;Vorstadt
29;w;40749;4;no;no;Land
29;m;33399;5;no;no;Kleinstadt
30;m;30699;5;no;no;Kleinstadt
30;m;36303;5;no;yes;Kleinstadt
30;m;40935;6;no;no;Kleinstadt
29;m;42136;5;no;no;Kleinstadt
30;m;26649;5;no;no;Land
31;m;29149;6;yes;no;Kleinstadt
29;m;31985;4;no;no;Kleinstadt
31;m;30979;4;no;no;Kleinstadt
30;m;46015;4;no;no;Kleinstadt
30;m;32602;5;no;no;Kleinstadt
29;m;38810;6;no;no;Kleinstadt
30;w;37144;5;no;no;Kleinstadt
29;m;26436;5;no;no;Kleinstadt
30;m;43945;5;no;no;Land
30;m;60913;5;no;no;Kleinstadt
30;m;32979;5;no;no;Groﬂstadt
31;m;45423;5;no;yes;Kleinstadt
31;m;58642;4;no;no;Kleinstadt
29;m;21279;5;no;no;Kleinstadt
29;m;32099;5;no;no;Kleinstadt
29;m;46595;6;no;no;Kleinstadt
30;m;39195;5;no;no;Kleinstadt
30;m;25835;5;no;no;Land
30;m;43971;6;no;no;Land
30;w;53322;6;no;no;Kleinstadt
29;m;46012;5;no;yes;Kleinstadt
28;m;37938;5;no;no;Dorf
26;m;28029;5;yes;no;Land
28;m;30476;5;no;no;Kleinstadt
29;m;25196;6;no;no;Kleinstadt
30;m;29512;4;yes;no;Kleinstadt
31;m;45060;5;no;no;Land
31;m;38419;5;no;no;Kleinstadt
30;m;32402;5;no;no;Kleinstadt
31;m;39183;5;no;no;Kleinstadt
30;w;31740;4;no;no;Kleinstadt
30;m;49560;6;no;no;Kleinstadt
31;m;40631;4;no;no;Groﬂstadt
29;m;44397;5;no;no;Land
30;m;32349;5;no;no;Kleinstadt
31;m;39798;5;no;no;Dorf
29;m;46708;5;no;no;Kleinstadt
31;m;44455;5;yes;no;Kleinstadt
31;w;41058;5;no;no;Kleinstadt
30;m;38266;5;no;yes;Kleinstadt
28;m;48933;6;no;no;Kleinstadt
31;m;33591;5;no;no;Dorf
29;m;35577;5;no;no;Kleinstadt
30;m;46514;6;no;no;Kleinstadt
32;m;31008;4;no;no;Kleinstadt
29;m;48025;5;no;no;Kleinstadt
28;m;57218;5;no;no;Kleinstadt
31;m;22352;5;no;no;Land
31;m;38480;5;no;no;Kleinstadt
30;m;31666;5;no;no;Kleinstadt
31;m;46121;5;no;no;Kleinstadt
31;m;48065;6;no;no;Kleinstadt
29;m;42612;5;no;no;Kleinstadt
30;m;48410;6;no;no;Kleinstadt
29;w;37437;5;no;no;Kleinstadt
30;w;23021;5;no;no;Land
30;m;46875;5;yes;yes;Kleinstadt
31;m;36735;5;no;no;Vorstadt
31;m;37659;5;no;no;Kleinstadt
30;m;46441;5;no;no;Kleinstadt
32;m;15218;6;no;no;Vorstadt
32;m;39048;6;yes;no;Groﬂstadt
31;m;36915;5;no;yes;Kleinstadt
31;m;39251;5;no;no;Land
33;m;40040;5;yes;no;Kleinstadt
32;m;34441;5;no;no;Kleinstadt
30;m;53326;6;no;no;Kleinstadt
30;m;56132;5;no;no;Kleinstadt
30;m;57424;4;no;no;Land
31;m;24054;5;no;no;Kleinstadt
30;m;30435;5;no;no;Kleinstadt
29;m;32390;5;no;no;Vorstadt
29;m;60997;5;yes;no;Kleinstadt
29;m;38152;5;no;no;Kleinstadt
30;m;29831;5;no;no;Dorf
30;m;43796;5;no;no;Land
29;w;42131;5;no;no;Kleinstadt
30;m;26258;5;no;no;Kleinstadt
30;m;53827;5;yes;yes;Kleinstadt
30;m;55677;4;no;no;Kleinstadt
30;w;24146;6;no;no;Vorstadt
29;m;50538;4;no;no;Kleinstadt
28;m;28942;5;no;no;Kleinstadt
32;m;44605;5;no;yes;Kleinstadt
31;m;20760;5;no;yes;Vorstadt
30;m;32258;4;no;no;Land
29;m;35631;5;no;no;Kleinstadt
31;m;30418;5;yes;no;Vorstadt
30;m;50850;5;no;yes;Land
29;m;46442;4;no;no;Kleinstadt
30;m;46125;5;no;no;Kleinstadt
31;m;43187;5;no;no;Kleinstadt
30;m;48117;6;yes;no;Vorstadt
31;m;48053;5;no;no;Dorf
30;m;30378;5;no;yes;Kleinstadt
29;m;42458;5;no;no;Kleinstadt
30;m;39502;5;no;no;Kleinstadt
30;m;15965;5;no;no;Vorstadt
31;m;63269;4;no;no;Kleinstadt
29;m;36279;6;no;no;Vorstadt
29;m;47064;5;yes;no;Kleinstadt
29;m;63655;5;no;no;Kleinstadt
32;m;37582;5;yes;no;Kleinstadt
31;w;49099;6;no;no;Kleinstadt
29;m;29028;5;no;no;Groﬂstadt
29;m;38973;5;no;no;Groﬂstadt
31;w;53627;5;no;no;Kleinstadt
30;w;47370;5;no;no;Kleinstadt
29;m;52459;5;no;no;Kleinstadt
31;m;45694;5;no;no;Kleinstadt
30;m;46077;6;no;yes;Kleinstadt
30;m;43031;5;no;no;Kleinstadt
31;m;23277;5;no;no;Kleinstadt
31;m;41657;5;no;no;Vorstadt
31;m;28044;5;no;no;Kleinstadt
30;m;38889;5;no;no;Kleinstadt
31;m;43245;6;no;no;Kleinstadt
32;m;48144;5;no;no;Kleinstadt
29;m;54566;5;no;no;Groﬂstadt
30;m;41486;4;no;no;Kleinstadt
30;m;42334;5;yes;yes;Kleinstadt
28;m;41499;4;no;yes;Vorstadt
30;m;44651;6;no;no;Vorstadt
31;m;45715;5;yes;no;Kleinstadt
29;m;37252;5;yes;no;Kleinstadt
29;w;37710;6;no;no;Kleinstadt
30;m;54522;5;no;no;Vorstadt
31;m;45525;6;no;no;Kleinstadt
30;m;31570;5;yes;no;Kleinstadt
29;m;44809;5;no;no;Kleinstadt
30;m;38181;5;no;no;Kleinstadt
31;m;36151;5;no;no;Groﬂstadt
31;m;56826;5;yes;yes;Kleinstadt
31;m;48404;6;no;no;Kleinstadt
30;m;58467;6;no;no;Groﬂstadt
29;m;31711;6;no;yes;Kleinstadt
31;m;42599;5;no;no;Vorstadt
32;m;32645;5;no;no;Groﬂstadt
28;m;52612;4;no;no;Kleinstadt
31;w;33230;5;no;no;Kleinstadt
29;m;31973;5;no;no;Kleinstadt
29;m;34308;4;no;no;Kleinstadt
30;m;56056;5;no;no;Vorstadt
29;m;40402;5;no;no;Kleinstadt
28;m;46800;5;no;yes;Kleinstadt
29;m;49413;4;no;no;Kleinstadt
29;m;28480;5;no;no;Kleinstadt
30;m;33266;5;no;no;Kleinstadt
30;m;52362;5;no;no;Vorstadt
29;m;39767;5;no;no;Kleinstadt
29;m;39588;4;no;no;Kleinstadt
29;w;55948;6;no;no;Groﬂstadt
29;m;45090;5;no;no;Land
31;m;46271;5;no;no;Land
32;m;36051;5;no;no;Land
31;m;39488;7;no;no;Vorstadt
30;m;23765;4;no;no;Kleinstadt
29;m;50782;5;no;no;Kleinstadt
29;m;48488;4;no;no;Kleinstadt
27;m;25353;5;no;no;Kleinstadt
30;m;39990;5;no;no;Land
31;m;38027;5;no;no;Kleinstadt
30;w;35245;5;no;yes;Kleinstadt
30;m;49831;4;no;yes;Land
30;m;37656;5;no;no;Kleinstadt
29;m;27977;5;no;no;Kleinstadt
31;m;28706;4;no;no;Kleinstadt
29;m;28157;5;no;no;Kleinstadt
31;m;32165;4;no;no;Kleinstadt
30;m;22732;4;no;no;Kleinstadt
29;m;51619;4;no;yes;Kleinstadt
31;m;32771;5;no;no;Kleinstadt
29;m;40417;6;no;no;Kleinstadt
29;m;37710;5;no;no;Kleinstadt
30;m;35658;5;no;no;Kleinstadt
30;m;23119;5;no;no;Kleinstadt
30;m;56888;6;no;yes;Kleinstadt
29;m;43982;5;no;no;Kleinstadt
30;m;54005;7;no;no;Kleinstadt
30;m;34242;5;no;no;Kleinstadt
31;w;45522;5;no;no;Kleinstadt
31;m;37511;6;no;yes;Vorstadt
30;m;38426;5;no;no;Kleinstadt
32;m;38698;5;no;no;Kleinstadt
30;m;32042;5;no;no;Kleinstadt
30;m;40089;5;yes;no;Kleinstadt
30;m;31462;4;no;no;Kleinstadt
29;m;34216;6;no;no;Kleinstadt
30;m;29184;5;no;no;Kleinstadt
30;m;42703;6;no;no;Kleinstadt
30;m;27016;5;no;no;Groﬂstadt
31;m;38688;5;no;no;Kleinstadt
29;m;52948;5;no;no;Kleinstadt
32;m;36663;5;no;no;Kleinstadt
30;w;46809;4;no;no;Kleinstadt
29;m;48498;5;no;no;Groﬂstadt
31;m;46044;5;no;yes;Kleinstadt
31;m;49732;5;no;no;Kleinstadt
31;m;32370;6;no;no;Kleinstadt
29;m;47428;6;no;no;Kleinstadt
30;m;33554;6;no;no;Kleinstadt
31;m;36925;5;no;no;Kleinstadt
30;m;45202;5;no;no;Kleinstadt
30;m;42117;5;no;no;Kleinstadt
31;m;41507;4;no;yes;Kleinstadt
28;m;27012;4;no;no;Kleinstadt
30;m;51388;5;no;no;Groﬂstadt
29;m;40358;5;no;no;Vorstadt
30;w;399389;11;yes;yes;Dorf
31;w;405692;11;yes;yes;Groﬂstadt
29;m;394031;11;yes;yes;Kleinstadt
30;w;397757;11;yes;yes;Kleinstadt
30;w;397716;11;yes;yes;Kleinstadt
31;w;422143;11;yes;yes;Kleinstadt
31;w;378433;11;yes;yes;Kleinstadt
31;w;423160;11;yes;yes;Vorstadt
31;w;421856;11;yes;yes;Land
30;w;466690;11;no;yes;Dorf
31;w;397792;11;yes;yes;Kleinstadt
30;m;421891;11;yes;yes;Kleinstadt
31;w;390297;11;no;yes;Vorstadt
29;w;362353;11;yes;yes;Kleinstadt
31;w;389790;11;yes;yes;Kleinstadt
30;w;364908;11;yes;yes;Kleinstadt
32;w;406652;11;yes;yes;Kleinstadt
29;w;361528;11;no;yes;Kleinstadt
29;w;378384;11;yes;yes;Land
29;w;421491;11;yes;yes;Land
30;w;396215;11;yes;yes;Kleinstadt
30;w;409740;11;yes;yes;Kleinstadt
30;w;412447;11;yes;yes;Kleinstadt
30;w;418684;11;yes;yes;Kleinstadt
29;w;393960;11;yes;yes;Kleinstadt
31;w;425798;11;yes;yes;Kleinstadt
31;m;422585;11;yes;yes;Land
29;w;412014;11;yes;yes;Kleinstadt
29;m;388963;11;yes;yes;Kleinstadt
30;w;391543;11;yes;yes;Kleinstadt
31;w;360457;11;yes;yes;Kleinstadt
28;w;401437;11;yes;yes;Kleinstadt
30;w;373362;11;yes;yes;Groﬂstadt
30;w;397731;11;yes;yes;Kleinstadt
30;w;403129;11;yes;yes;Kleinstadt
30;w;410451;11;yes;yes;Kleinstadt
31;w;412875;11;yes;yes;Vorstadt
31;w;389318;11;no;yes;Kleinstadt
31;w;409368;11;no;yes;Land
30;w;369483;11;yes;yes;Kleinstadt
29;m;396529;11;no;yes;Kleinstadt
30;w;455172;11;yes;yes;Vorstadt
30;w;411823;11;yes;yes;Kleinstadt
30;w;409367;11;yes;yes;Kleinstadt
32;w;354033;11;no;no;Kleinstadt
30;w;388615;11;yes;yes;Kleinstadt
30;m;417081;11;yes;yes;Kleinstadt
29;w;411333;11;yes;yes;Kleinstadt
30;w;447882;11;no;yes;Land
30;w;394418;11;yes;yes;Land
31;w;407913;11;yes;yes;Vorstadt
31;w;416782;11;yes;no;Kleinstadt
32;w;404395;11;yes;yes;Vorstadt
30;w;401801;11;yes;yes;Kleinstadt
30;w;420340;11;yes;yes;Kleinstadt
30;w;408128;11;yes;yes;Groﬂstadt
30;w;390323;11;no;yes;Dorf
30;w;418836;11;yes;yes;Vorstadt
30;w;427156;11;yes;yes;Dorf
31;w;388913;11;yes;yes;Kleinstadt
31;w;385111;11;yes;yes;Kleinstadt
30;w;390612;11;yes;yes;Dorf
30;m;470630;11;yes;yes;Kleinstadt
29;w;390423;11;yes;yes;Kleinstadt
31;w;425283;11;no;yes;Kleinstadt
30;w;409604;11;yes;yes;Kleinstadt
31;w;392531;11;yes;yes;Kleinstadt
30;w;349042;11;no;yes;Kleinstadt
31;w;415045;11;yes;yes;Kleinstadt
30;w;413479;11;yes;yes;Kleinstadt
31;w;383953;11;yes;yes;Kleinstadt
30;w;412877;11;no;no;Kleinstadt
31;m;420112;11;yes;yes;Kleinstadt
30;w;367408;11;yes;yes;Kleinstadt
30;w;433918;11;yes;yes;Kleinstadt
31;w;410398;11;yes;yes;Kleinstadt
28;w;392359;11;yes;yes;Kleinstadt
30;w;398939;11;yes;yes;Kleinstadt
30;w;376197;11;yes;yes;Groﬂstadt
30;w;411893;11;yes;yes;Kleinstadt
29;w;415112;11;yes;yes;Land
29;w;392350;11;no;yes;Kleinstadt
30;w;346900;11;yes;no;Kleinstadt
31;w;380400;11;yes;yes;Land
31;w;394196;11;yes;yes;Kleinstadt
30;w;436460;11;yes;no;Kleinstadt
29;w;403421;11;yes;yes;Kleinstadt
29;w;386503;11;yes;yes;Kleinstadt
29;w;398195;11;yes;no;Kleinstadt
29;w;403151;11;yes;yes;Kleinstadt
30;w;391688;11;yes;yes;Kleinstadt
32;m;413931;11;yes;yes;Kleinstadt
31;w;418457;11;yes;yes;Land
29;w;425236;11;yes;yes;Kleinstadt
32;w;414729;11;yes;yes;Kleinstadt
29;w;424644;11;yes;no;Kleinstadt
33;w;403276;11;yes;no;Vorstadt
28;m;420439;11;yes;yes;Kleinstadt
30;w;357948;11;yes;yes;Kleinstadt
31;w;409478;11;no;no;Kleinstadt
31;w;397012;11;yes;yes;Kleinstadt
29;w;400277;11;yes;yes;Vorstadt
30;w;384743;11;yes;yes;Kleinstadt
30;w;421763;11;yes;yes;Kleinstadt
30;w;368520;11;yes;yes;Kleinstadt
31;w;388331;11;yes;yes;Land
30;w;428351;11;yes;yes;Land
29;w;414216;11;yes;yes;Kleinstadt
31;w;401711;11;yes;yes;Kleinstadt
30;w;422903;11;yes;yes;Kleinstadt
29;w;402238;11;yes;yes;Kleinstadt
29;w;405882;11;yes;yes;Kleinstadt
30;w;430130;11;no;no;Kleinstadt
29;w;390217;11;yes;yes;Kleinstadt
31;m;433547;11;yes;yes;Kleinstadt
30;w;390097;11;yes;no;Kleinstadt
28;w;406232;11;yes;yes;Kleinstadt
30;m;428530;11;yes;yes;Kleinstadt
31;w;410742;11;yes;yes;Kleinstadt
